"stock","terminal_catch_year","n_retros","fbar_rho","ssb_rho","ssb_intermediate_year","rec_rho","rec_intermediate_year","expert_opinion","modified","year","StockDatabaseID","StockKey","StockKeyDescription","PreviousStockKey","PreviousStockKeyLabel","SpeciesScientificName","SpeciesCommonName","EcoRegion","ExpertGroup","ExpertGroupDescription","AdviceDraftingGroup","AdviceDraftingGroupDescription","DataCategory","YearOfLastAssessment","AssessmentFrequency","YearOfNextAssessment","AssessmentType","AdviceReleaseDate","AdviceCategory","AdviceType","UseOfDiscardsInAdvice","PABufferApplied","TrophicGuild","FisheriesGuild","SizeGuild","Published","GeneratedOn","SectionNumber","AssessmentKey","ModifiedDate"
"san.27.6a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1704,169253,"Sandeel (Ammodytes spp.) in Division 6.a (West of Scotland)",136690,"san-scow","Ammodytes","Sandeel","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group",6.3,2018,3,2021,"no assessment","29/06/18","No advice","No advice","Not used","No","pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.55",9877,"2018-11-20T18:35:24.837+01:00"
"san.27.6a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2198,169253,"Sandeel (Ammodytes spp.) in Division 6.a (West of Scotland)",136690,"san-scow","Ammodytes","Sandeel","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group",6.3,2018,3,2021,"no assessment","28/06/19","No advice","No advice","Not used","No","pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.55",NA,"2018-11-20T18:35:24.837+01:00"
"san.sa.1r",2017,5,-0.29,0.82,"No",0,"No","The model is the SMS model. This model use so-called ""separability"" periods, meaning that it estimates fixed exploitation patterns for separate periods. The latest period in the time-series is relatively short (2010 and onward). Therefore if the selectivity changes over time the exploitation pattern back to 2010 is updated (re-estimated) every year affecting the years  all the way back to 2010. However, sure we need to look further into this.","8/17/2018 3:16 PM",2018,1697,169246,"Sandeel (Ammodytes spp.) in Divisions 4.b and 4.c, Sandeel Area 1r (central and southern North Sea, Dogger Bank)",136683,"san-ns1","Ammodytes","Sandeel","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSandeel","Sandeel Advice Drafting Group",1,2018,1,2019,"Age-structured model (SMS-effort), seasonal","23/02/18","MSY","Catches","Not used",NA,"pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","",9290,"2018-11-15T10:58:19.267+01:00"
"san.sa.1r",2018,3,-0.12,0.28,"Yes",-0.12,"Yes","Selection pattern of the fishery is fixed in the last time block from 2010-present. Estimation is jumping for the older age groups as years are removed in the retro and the time block gets smaller.
","1/30/2019 12:32 PM",2019,2191,169246,"Sandeel (Ammodytes spp.) in Divisions 4.b and 4.c, Sandeel Area 1r (central and southern North Sea, Dogger Bank)",136683,"san-ns1","Ammodytes","Sandeel","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSandeel","Sandeel Advice Drafting Group",1,2018,1,2019,"Age-structured model (SMS-effort), seasonal","22/02/19","MSY","Catches","Not used",NA,"pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","",10322,"2019-01-28T14:09:54.54+01:00"
"san.sa.2r",2017,5,-0.32,0.11,"No",1.16,"No","The model is the SMS model. This model use so-called ""separability"" periods, meaning that it estimates fixed exploitation patterns for separate periods. The latest period in the time-series is relatively short (2010 and onward). Therefore if the selectivity changes over time the exploitation pattern back to 2010 is updated (re-estimated) every year affecting the years  all the way back to 2010. However, sure we need to look further into this.

There are also some indications that when the concentrations of sandeel is high during the survey, the survey index overestimates the true abundance (i.e. non-linear relationship between abundance and catch rates in survey). This has been shown in Johnsen et al. 2009.","8/17/2018 3:16 PM",2018,1698,169247,"Sandeel (Ammodytes spp.) in Divisions 4.b and 4.c, and Subdivision 20, Sandeel Area 2r (Skagerrak, central and southern North Sea)",136684,"san-ns2","Ammodytes","Sandeel","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSandeel","Sandeel Advice Drafting Group",1.2,2018,1,2019,"Age-structured model (SMS-effort), seasonal","23/02/18","MSY","Catches","Not used",NA,"pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","",9286,"2018-11-15T11:00:52.73+01:00"
"san.sa.2r",2018,3,-0.09,0.73,"Yes",0.76,"Yes","Selection pattern of the fishery is fixed in the last time block from 2010-present. Estimation is jumping for the older age groups as years are removed in the retro and the time block gets smaller.
","1/30/2019 1:38 PM",2019,2192,169247,"Sandeel (Ammodytes spp.) in Divisions 4.b and 4.c, and Subdivision 20, Sandeel Area 2r (Skagerrak, central and southern North Sea)",136684,"san-ns2","Ammodytes","Sandeel","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSandeel","Sandeel Advice Drafting Group",1.2,2018,1,2019,"Age-structured model (SMS-effort), seasonal","22/02/19","MSY","Catches","Not used",NA,"pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","",10323,"2019-01-28T14:10:03.967+01:00"
"san.sa.3r",2017,5,0,1,"No",135,"No","The model is the SMS model. This model use so-called ""separability"" periods, meaning that it estimates fixed exploitation patterns for separate periods. The latest period in the time-series is relatively short (2010 and onward). Therefore if the selectivity changes over time the exploitation pattern back to 2010 is updated (re-estimated) every year affecting the years  all the way back to 2010. However, sure we need to look further into this.

There are also some indications that when the concentrations of sandeel is high during the survey, the survey index overestimates the true abundance (i.e. non-linear relationship between abundance and catch rates in survey). This has been shown in Johnsen et al. 2009.","3/22/2018 12:58 PM",2018,1699,169248,"Sandeel (Ammodytes spp.) in Divisions 4.a and 4.b, and Subdivision 20, Sandeel Area 3r (Skagerrak, northern and central North Sea)",136685,"san-ns3","Ammodytes","Sandeel","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSandeel","Sandeel Advice Drafting Group",1,2018,1,2019,"Age-structured model (SMS-effort), seasonal","23/02/18","MSY","Catches","negligible",NA,"pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","",9289,"2018-11-15T11:02:34.603+01:00"
"san.sa.3r",2018,5,0.02,0.1,"Yes",1.1,"Yes","Unclear the reasons for high retro in the recruitment. Changes in catchability of the dredge survey have been hypothesized","1/30/2019 3:11 PM",2019,2193,169248,"Sandeel (Ammodytes spp.) in Divisions 4.a and 4.b, and Subdivision 20, Sandeel Area 3r (Skagerrak, northern and central North Sea)",136685,"san-ns3","Ammodytes","Sandeel","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSandeel","Sandeel Advice Drafting Group",1,2018,1,2019,"Age-structured model (SMS-effort), seasonal","22/02/19","MSY","Catches","negligible",NA,"pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","",10321,"2019-01-31T13:13:35.277+01:00"
"san.sa.4",2017,5,0.07,-0.17,"No",-0.08,"No","","8/17/2018 3:18 PM",2018,1700,169249,"Sandeel (Ammodytes spp.) in divisions 4.a and 4.b, Sandeel Area 4 (northern and central North Sea)",136686,"san-ns4","Ammodytes","Sandeel","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSandeel","Sandeel Advice Drafting Group",1,2018,1,2019,"SMS-effort","23/02/18","MSY","Catches","negligible",NA,"pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","",9291,"2018-11-15T11:03:59.397+01:00"
"san.sa.4",2018,5,-0.03,0.13,"Yes",0.22,"Yes","There has been no fishery for almost a decade. This is reflected in the retrospective which results from availability of few data","1/30/2019 3:17 PM",2019,2194,169249,"Sandeel (Ammodytes spp.) in divisions 4.a and 4.b, Sandeel Area 4 (northern and central North Sea)",136686,"san-ns4","Ammodytes","Sandeel","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSandeel","Sandeel Advice Drafting Group",1,2018,1,2019,"SMS-effort","22/02/19","MSY","Catches","negligible",NA,"pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","",10320,"2019-01-28T14:10:27.683+01:00"
"san.sa.5r",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1701,169250,"Sandeel (Ammodytes spp.) in Division 4.a, Sandeel Area 5r (northern North Sea, Viking and Bergen banks)",136687,"san-ns5","Ammodytes","Sandeel","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSandeel","Sandeel Advice Drafting Group",5.3,2017,2,2019,"no assessment","23/02/18","PA","Catches","negligible","No","pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.40",NA,"2018-11-15T11:05:11.34+01:00"
"san.sa.5r",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2195,169250,"Sandeel (Ammodytes spp.) in Division 4.a, Sandeel Area 5r (northern North Sea, Viking and Bergen banks)",136687,"san-ns5","Ammodytes","Sandeel","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSandeel","Sandeel Advice Drafting Group",5.3,2017,2,2019,"no assessment","22/02/19","PA","Catches","negligible","No","pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.40",10310,"2019-01-28T11:37:49.96+01:00"
"san.sa.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1702,169251,"Sandeel (Ammodytes spp.) in subdivisions 20-22, Sandeel Area 6 (Kattegat)",136688,"san-ns6","Ammodytes","Sandeel","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSandeel","Sandeel Advice Drafting Group",5.2,2017,2,2019,"no assessment","23/02/18","PA","Catches","Not used","Yes in year(s) 2013, 2017","pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.39",NA,"2018-11-15T11:06:12.933+01:00"
"san.sa.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2196,169251,"Sandeel (Ammodytes spp.) in subdivisions 20-22, Sandeel Area 6 (Kattegat)",136688,"san-ns6","Ammodytes","Sandeel","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSandeel","Sandeel Advice Drafting Group",5.2,2017,2,2019,"no assessment","22/02/19","PA","Catches","Not used","Yes in year(s) 2013, 2017","pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.39",10311,"2019-01-28T14:07:35.68+01:00"
"san.sa.7r",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1703,169252,"Sandeel (Ammodytes spp.) in Division 4.a, Sandeel Area 7r (northern North Sea, Shetland)",136689,"san-ns7","Ammodytes","Sandeel","Celtic Seas Ecoregion, Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSandeel","Sandeel Advice Drafting Group",5.3,2017,2,2019,"no assessment","23/02/18","PA","Catches","negligible","No","pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.41",NA,"2018-11-15T11:07:06.143+01:00"
"san.sa.7r",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2197,169252,"Sandeel (Ammodytes spp.) in Division 4.a, Sandeel Area 7r (northern North Sea, Shetland)",136689,"san-ns7","Ammodytes","Sandeel","Celtic Seas Ecoregion, Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGSandeel","Sandeel Advice Drafting Group",5.3,2017,2,2019,"no assessment","22/02/19","PA","Catches","negligible","No","pelagic planktivore","Demersal","small pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.41",10312,"2019-01-28T14:09:45.07+01:00"
"sbr.27.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1726,169258,"Blackspot seabream (Pagellus bogaraveo) in Subarea 10 (Azores grounds)",136696,"sbr-x","Pagellus bogaraveo","Blackspot seabream","Azores Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group",3.2,2018,1,2019,"Survey-trends based assessment","08/06/18, 13/06/17","PA","Catches","Not used","Yes in year(s) 2012","benthopelagic benthivore","Demersal","medium benthopelagic",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.39",9897,"2018-11-14T11:58:54.647+01:00"
"sbr.27.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2220,169258,"Blackspot seabream (Pagellus bogaraveo) in Subarea 10 (Azores grounds)",136696,"sbr-x","Pagellus bogaraveo","Blackspot seabream","Azores Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group",3.2,2019,1,2020,"Survey-trends based assessment","13/06/19, 11/06/19","PA","Catches","Not used","Yes in year(s) 2012, 2019","benthopelagic benthivore","Demersal","medium benthopelagic",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.39",12909,"2019-06-11T12:18:20.457+01:00"
"sbr.27.6-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1724,169256,"Blackspot seabream (Pagellus bogaraveo) in subareas 6-8 (Celtic Seas, the English Channel, and Bay of Biscay)",136693,"sbr-678","Pagellus bogaraveo","Blackspot seabream","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group",6.3,2018,2,2020,"no assessment","08/06/18, 13/06/17","PA","Catches","Not used","No","benthopelagic benthivore","Demersal","medium benthopelagic",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.35",9898,"2018-11-14T11:59:20.753+01:00"
"sbr.27.6-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2218,169256,"Blackspot seabream (Pagellus bogaraveo) in subareas 6-8 (Celtic Seas, the English Channel, and Bay of Biscay)",136693,"sbr-678","Pagellus bogaraveo","Blackspot seabream","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group",6.3,2018,2,2020,"no assessment","13/06/19, 11/06/19","PA","Catches","Not used","No","benthopelagic benthivore","Demersal","medium benthopelagic",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.35",NA,"2018-11-14T11:59:20.753+01:00"
"sbr.27.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1725,169257,"Blackspot seabream (Pagellus bogaraveo) in Subarea 9 (Atlantic Iberian waters)",136695,"sbr-ix","Pagellus bogaraveo","Blackspot seabream","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group",3.2,2018,2,2020,"Trends-based assessment","08/06/18, 13/06/17","PA","Catches","Not used","Yes in year(s) 2014, 2018","benthopelagic benthivore",NA,"medium benthopelagic",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.38",9889,"2018-11-14T11:59:58.06+01:00"
"sbr.27.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2219,169257,"Blackspot seabream (Pagellus bogaraveo) in Subarea 9 (Atlantic Iberian waters)",136695,"sbr-ix","Pagellus bogaraveo","Blackspot seabream","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group",3.2,2018,2,2020,"Trends-based assessment","13/06/19, 11/06/19","PA","Catches","Not used","Yes in year(s) 2014, 2018","benthopelagic benthivore","Demersal","medium benthopelagic",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.38",NA,"2019-02-01T12:18:58.917+01:00"
"sck.27.nea",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1727,169259,"Kitefin shark (Dalatias licha) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136697,"sck-nea","Dalatias licha","Kitefin shark","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",6.3,2015,4,2019,"no assessment","05/10/18","PA","No directed fisheries","Not used","No","na","Elasmobranch","na",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.40",NA,"2018-11-14T12:00:34.337+01:00"
"sck.27.nea",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2221,169259,"Kitefin shark (Dalatias licha) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136697,"sck-nea","Dalatias licha","Kitefin shark","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",6.3,2019,4,2023,"no assessment","04/10/19","PA","No directed fisheries","Not used","No","na","Elasmobranch","na",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.40",NA,"2019-10-17T10:17:31.487+01:00"
"sdv.27.nea",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1747,169290,"Smooth-hound (Mustelus spp.) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136728,"trk-nea","Mustelus asterias","Smooth-hound","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",3.2,2017,2,2019,"Survey trends-based assessment, landings","05/10/18","PA","Landings","Not used","Yes in year(s) 2015","demersal benthivore","Elasmobranch","Large sharks",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.41",NA,"2018-11-14T12:01:14.17+01:00"
"sdv.27.nea",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2241,169290,"Smooth-hound (Mustelus spp.) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136728,"trk-nea","Mustelus asterias","Smooth-hound","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",3.2,2019,2,2021,"Survey trends-based assessment, landings","04/10/19","PA","Landings","Not used","Yes in year(s) 2015","demersal benthivore","Elasmobranch","Large sharks",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.41",NA,"2019-10-17T10:20:04.853+01:00"
"sho.27.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1770,169261,"Black-mouth dogfish (Galeus melastomus) in subareas 6 and 7 (West of Scotland, southern Celtic Seas, and English Channel)",140787,"sho-celt","Galeus melastomus","Black-mouth dogfish","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",3.9,2017,2,2019,"Survey trends-based assessment","05/10/18","PA/Stock status only","Landings","Not used","No","demersal piscivore","Demersal","medium demersal",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.56",NA,"2018-11-14T12:01:57.043+01:00"
"sho.27.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2264,169261,"Black-mouth dogfish (Galeus melastomus) in subareas 6 and 7 (West of Scotland, southern Celtic Seas, and English Channel)",140787,"sho-celt","Galeus melastomus","Black-mouth dogfish","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",3.9,2019,2,2021,"Survey trends-based assessment","04/10/19","PA/Stock status only","Landings","Not used","No","demersal piscivore","Elasmobranch","medium demersal",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.56",NA,"2019-10-17T12:49:53.827+01:00"
"sho.27.89a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1765,169260,"Black-mouth dogfish (Galeus melastomus) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",140782,"sho-89a","Galeus melastomus","Black-mouth dogfish","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",3.9,2017,2,2019,"Survey trends-based assessment","05/10/18","PA/Stock status only","Landings","Not used","Yes in year(s) 2015","demersal piscivore","Elasmobranch","medium demersal",TRUE,"2019-10-19T16:47:41.49+01:00","7.3.34",NA,"2018-11-14T12:02:22.727+01:00"
"sho.27.89a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2259,169260,"Black-mouth dogfish (Galeus melastomus) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",140782,"sho-89a","Galeus melastomus","Black-mouth dogfish","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",3.9,2019,2,2021,"Survey trends-based assessment","04/10/19","PA/Stock status only","Landings","Not used","Yes in year(s) 2015","demersal piscivore","Elasmobranch","medium demersal",TRUE,"2019-10-19T16:47:41.49+01:00","7.3.34",NA,"2019-10-17T12:51:55.233+01:00"
"sol.27.20-24",2017,5,-0.19,0.21,"No",0.16,"No","1.poor sampling due to small and scattered fishery
2. fishery/stock mix between SD20 and North Sea","4/10/2018 5:25 PM",2018,1740,169277,"Sole (Solea solea) in subdivisions 20-24 (Skagerrak and Kattegat, western Baltic Sea)",136717,"sol-kask","Solea solea","Sole","Baltic Sea Ecoregion, Greater North Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGNS","Advice Drafting Group for North Sea stocks",1,2018,1,2019,"Age-structured model (SAM), uses landings in model, discard inc. afterwards in forecast","29/06/18","MSY","Catches","Advice",NA,"demersal benthivore","Benthic","medium demersal",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.46",10032,"2018-11-14T12:03:14.787+01:00"
"sol.27.20-24",2018,5,-14,0.13,"No",0.03,"No","Increased sampling from fishery has likely improved the retro pattern from previous years","4/16/2019 3:51 PM",2019,2234,169277,"Sole (Solea solea) in subdivisions 20-24 (Skagerrak and Kattegat, western Baltic Sea)",136717,"sol-kask","Solea solea","Sole","Baltic Sea Ecoregion, Greater North Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGNS","Advice Drafting Group for North Sea stocks",1,2019,1,2020,"Age-structured model (SAM), uses landings in model, discard inc. afterwards in forecast","30/06/19","MSY","Catches","Advice",NA,"demersal benthivore","Benthic","medium demersal",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.46",10426,"2019-07-23T12:44:10.967+01:00"
"sol.27.4",2017,6,-0.099,0.027,"Yes",-0.097,"Yes","","5/1/2018 6:00 PM",2018,1741,169278,"Sole (Solea solea) in Subarea 4 (North Sea)",136718,"sol-nsea","Solea solea","Sole","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks",1,2018,1,2019,"Age-structured model (Aarts and Poos), statistical catch-at-age model with flexible selectivity functions to reconstruct historical discards","29/06/18","MSY","Catches","Assessment",NA,"demersal benthivore","Benthic","medium demersal",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.49",9906,"2018-12-12T09:12:52.91+01:00"
"sol.27.4",2018,5,-0.09366,0.07056,"No",-0.12291,"No","","5/2/2019 10:51 AM",2019,2235,169278,"Sole (Solea solea) in Subarea 4 (North Sea)",136718,"sol-nsea","Solea solea","Sole","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks",1,2018,1,2019,"Age-structured model (Aarts and Poos), statistical catch-at-age model with flexible selectivity functions to reconstruct historical discards","30/06/19","FMSY Ranges","Catches","Assessment",NA,"demersal benthivore","Benthic","medium demersal",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.49",11568,"2019-10-18T10:59:50.88+01:00"
"sol.27.7a",2017,5,-0.0056,0.0097,"No",0.00197,"No","","5/17/2018 3:40 PM",2018,1739,169276,"Sole (Solea solea) in Division 7.a (Irish Sea)",136716,"sol-iris","Solea solea","Sole","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group",1,2018,1,2019,"Age-structured model (XSA), uses landings in the model, and discards are then included to calculate a catch forecast","29/06/18","MSY","Catches","Advice",NA,"demersal benthivore","Benthic","medium demersal",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.62",9875,"2018-11-14T12:04:03.29+01:00"
"sol.27.7a",2018,5,-0.04,0.042,"No",-0.025,"No","","5/13/2019 2:49 PM",2019,2233,169276,"Sole (Solea solea) in Division 7.a (Irish Sea)",136716,"sol-iris","Solea solea","Sole","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group",1,2019,1,2020,"Age-structured model (XSA), uses landings in the model, and discards are then included to calculate a catch forecast","28/06/19","MSY","Catches","Advice",NA,"demersal benthivore","Benthic","medium demersal",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.62",12903,"2019-07-09T13:24:05.537+01:00"
"sol.27.7bc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1733,169269,"Sole (Solea solea) in divisions 7.b and 7.c (West of Ireland)",136709,"sol-7b-c","Solea solea","Sole","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group",6.2,2017,3,2020,"no assessment","29/06/18","PA","Catches","Not used","Yes in year(s) 2012, 2017","demersal benthivore","Benthic","medium demersal",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.57",NA,"2018-12-06T11:53:25.817+01:00"
